x0 = $(-1, 0)^T$, eps = 1e-07, penaltyExporent = 2
startPenaltyCoef	iter	fCount	restriction_value	grad.norm()
12.1	1	1679	0	0.8000000662
12.2	1	1679	0	0.8000000662
12.3	1	1679	0	0.8000000662
12.4	1	1679	0	0.8000000662
12.5	1	1679	0	0.8000000662
12.6	1	1679	0	0.8000000662
12.7	1	1679	0	0.8000000662
12.8	1	1679	0	0.8000000662
12.9	1	1679	0	0.8000000662
13	1	1679	0	0.8000000662
13.1	1	1679	0	0.8000000662
13.2	1	1679	0	0.8000000662
13.3	1	1679	0	0.8000000662
13.4	1	1679	0	0.8000000662
13.5	1	1679	0	0.8000000662
13.6	1	1679	0	0.8000000662
13.7	1	1679	0	0.8000000662
13.8	1	1679	0	0.8000000662
13.9	1	1679	0	0.8000000662
14	1	1679	0	0.8000000662
14.1	1	1679	0	0.8000000662
14.2	1	1679	0	0.8000000662
14.3	1	1679	0	0.8000000662
14.4	1	1679	0	0.8000000662
14.5	1	1679	0	0.8000000662
14.6	1	1679	0	0.8000000662
14.7	1	1679	0	0.8000000662
14.8	1	1679	0	0.8000000662
14.9	1	1679	0	0.8000000662
15	1	1679	0	0.8000000662
15.1	1	1679	0	0.8000000662
15.2	1	1679	0	0.8000000662
15.3	1	1679	0	0.8000000662
15.4	1	1679	0	0.8000000662
15.5	1	1679	0	0.8000000662
15.6	1	1679	0	0.8000000662
15.7	1	1679	0	0.8000000662
15.8	1	1679	0	0.8000000662
15.9	1	1679	0	0.8000000662
16	1	1679	0	0.8000000662
16.1	1	1679	0	0.8000000662
16.2	1	1679	0	0.8000000662
16.3	1	1679	0	0.8000000662
16.4	1	1679	0	0.8000000662
16.5	1	1679	0	0.8000000662
16.6	1	1679	0	0.8000000662
16.7	1	1679	0	0.8000000662
16.8	1	1679	0	0.8000000662
16.9	1	1679	0	0.8000000662
17	1	1679	0	0.8000000662
17.1	1	1679	0	0.8000000662
17.2	1	1679	0	0.8000000662
17.3	1	1679	0	0.8000000662
17.4	1	1679	0	0.8000000662
17.5	1	1679	0	0.8000000662
17.6	1	1679	0	0.8000000662
17.7	1	1679	0	0.8000000662
17.8	1	1679	0	0.8000000662
17.9	1	1679	0	0.8000000662
18	1	1679	0	0.8000000662
18.1	1	1679	0	0.8000000662
18.2	1	1679	0	0.8000000662
18.3	1	1679	0	0.8000000662
18.4	1	1679	0	0.8000000662
18.5	1	1679	0	0.8000000662
18.6	1	10911	0	0.8000003021
18.7	1	10911	0	0.8000003021
18.8	1	10911	0	0.8000003021
18.9	1	10911	0	0.8000003021
19	1	10915	0	0.8000003021
19.1	1	10915	0	0.8000003021
19.2	1	10915	0	0.8000003021
19.3	1	10915	0	0.8000003021
19.4	1	10915	0	0.8000003021
19.5	1	10915	0	0.8000003021
19.6	1	10915	0	0.8000003021
19.7	1	10915	0	0.8000003021
19.8	1	10915	0	0.8000003021
19.9	1	10915	0	0.8000003021
